Années;Type de collectivité;Pourcentage;Indicateurs;Indicateurs de leffort budgétaire des conseils régionaux;Régions;Pays;Codes régions;Objectifs sur budget ventilé;Valeur;Code anciennes régions;Anciennes régions
2008;Conseils régionaux;0;Budget R&T;;;;;Tous objectifs;16.47;R42;Alsace
2008;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);;;;Tous objectifs;2.19;R42;Alsace
2008;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;6.62;R42;Alsace
2008;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0.49;R42;Alsace
2008;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;1.61;R42;Alsace
2008;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.41;R42;Alsace
2013;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;0.92;R94;Corse (2)
2013;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);0;R94;Corse (2)
2013;Collectivités territoriales;0;Budget R&T;;;;;Réseaux haut débit;0;R94;Corse (2)
2013;Collectivités territoriales;0;Budget R&T;;;;;Culture et information scientifique;0.15;R94;Corse (2)
2013;Conseils départementaux;0;Budget R&T;;;;;Tous objectifs;0;R94;Corse (2)
2013;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;4.95;R94;Corse (2)
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;4.98;R94;Corse (2)
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0;R94;Corse (2)
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.41;R94;Corse (2)
2013;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);52.07;R43;FrancheComté
2013;Collectivités territoriales;0;Budget R&T;;;;;Projets de la recherche publique;1.42;R43;FrancheComté
2013;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);15.33;R43;FrancheComté
2013;Collectivités territoriales;1;Budget R&T;;;;;Transferts de technologie (%);14.16;R43;FrancheComté
2013;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);0;R43;FrancheComté
2013;Collectivités territoriales;0;Budget R&T;;;;;Budget non ventilé;0;R43;FrancheComté
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;;;;Tous objectifs;2.67;R43;FrancheComté
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;12.65;R43;FrancheComté
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;13.42;R43;FrancheComté
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;56.75;R43;FrancheComté
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;11.4;R43;FrancheComté
2013;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;23.21;R43;FrancheComté
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.76;R43;FrancheComté
2013;Collectivités territoriales;0;Budget R&T;;;;;Tous objectifs;37.2;R23;HauteNormandie
2013;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);13.83;R23;HauteNormandie
2013;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;5.15;R23;HauteNormandie
2013;Conseils départementaux;0;Budget R&T;;;;;Tous objectifs;1.85;R23;HauteNormandie
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;45.34;R23;HauteNormandie
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;1.61;R23;HauteNormandie
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.09;R23;HauteNormandie
2013;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);8.6;R11;IledeFrance
2013;Collectivités territoriales;0;Budget R&T;;;;;Equipement de laboratoires;28.35;R11;IledeFrance
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;;;;Tous objectifs;12.98;R11;IledeFrance
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;18.19;R11;IledeFrance
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;32.73;R11;IledeFrance
2013;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);1;R91;LanguedocRoussillon
2013;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);6.28;R91;LanguedocRoussillon
2013;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);0;R91;LanguedocRoussillon
2013;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;34.07;R91;LanguedocRoussillon
2013;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;6.17;R91;LanguedocRoussillon
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.74;R91;LanguedocRoussillon
2013;Collectivités territoriales;0;Budget R&T;;;;;Tous objectifs;17.63;R74;Limousin
2013;Collectivités territoriales;0;Budget R&T;;;;;Projets de la recherche publique;0;R74;Limousin
2013;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;2.71;R74;Limousin
2013;Collectivités territoriales;0;Budget R&T;;;;;Transferts de technologie;5.4;R74;Limousin
2013;Conseils régionaux;0;Budget R&T;;;;;Tous objectifs;11.8;R74;Limousin
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;;;;Tous objectifs;1.54;R74;Limousin
2013;Communes et EPCI;0;Budget R&T;;;;;Tous objectifs;5.8;R74;Limousin
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;6.08;R74;Limousin
2013;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);65.56;R41;Lorraine
2013;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;1.79;R41;Lorraine
2013;Collectivités territoriales;0;Budget R&T;;;;;Transferts de technologie;11.43;R41;Lorraine
2013;Collectivités territoriales;0;Budget R&T;;;;;Réseaux haut débit;0.19;R41;Lorraine
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);;;;Tous objectifs;17.15;R41;Lorraine
2013;Conseils départementaux;0;Budget R&T;;;;;Tous objectifs;2.31;R41;Lorraine
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;33.43;R41;Lorraine
2013;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;16.05;R41;Lorraine
2013;Collectivités territoriales;1;Budget R&T;;;;;Projets de la recherche publique (%);23.69;R73;MidiPyrénées
2013;Collectivités territoriales;1;Budget R&T;;;;;Transferts de technologie (%);12.88;R73;MidiPyrénées
2013;Collectivités territoriales;0;Budget R&T;;;;;Transferts de technologie;3.77;R73;MidiPyrénées
2013;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);0;R73;MidiPyrénées
2013;Communes et EPCI;0;Budget R&T;;;;;Tous objectifs;12.01;R73;MidiPyrénées
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0;R73;MidiPyrénées
2013;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;61.51;R73;MidiPyrénées
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.57;R73;MidiPyrénées
2013;Collectivités territoriales;0;Budget R&T;;;;;Tous objectifs;57.49;R31;NordPasdeCalais
2013;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);12.05;R31;NordPasdeCalais
2013;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);2.44;R31;NordPasdeCalais
2013;Collectivités territoriales;0;Budget R&T;;;;;Culture et information scientifique;1.44;R31;NordPasdeCalais
2013;Conseils régionaux;0;Budget R&T;;;;;Tous objectifs;24.1;R31;NordPasdeCalais
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);;;;Tous objectifs;5.94;R31;NordPasdeCalais
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;7.29;R31;NordPasdeCalais
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;15.55;R31;NordPasdeCalais
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;27.05;R31;NordPasdeCalais
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.17;R31;NordPasdeCalais
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;5.9;R31;NordPasdeCalais
2013;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);9.48;R52;Pays de la Loire
2013;Collectivités territoriales;0;Budget R&T;;;;;Budget non ventilé;0;R52;Pays de la Loire
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;57.63;R52;Pays de la Loire
2013;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);44.58;R22;Picardie
2013;Collectivités territoriales;1;Budget R&T;;;;;Transferts de technologie (%);25.03;R22;Picardie
2013;Collectivités territoriales;0;Budget R&T;;;;;Culture et information scientifique;0.4;R22;Picardie
2013;Collectivités territoriales;0;Budget R&T;;;;;Opérations immobilières;2.61;R54;PoitouCharentes
2013;Collectivités territoriales;1;Budget R&T;;;;;Projets de la recherche publique (%);12.35;R54;PoitouCharentes
2013;Collectivités territoriales;1;Budget R&T;;;;;Transferts de technologie (%);21.59;R54;PoitouCharentes
2013;Collectivités territoriales;0;Budget R&T;;;;;Transferts de technologie;3.39;R54;PoitouCharentes
2013;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);4.66;R54;PoitouCharentes
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;;;;Tous objectifs;1.37;R54;PoitouCharentes
2013;Conseils départementaux;0;Budget R&T;;;;;Tous objectifs;2.31;R54;PoitouCharentes
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0;R54;PoitouCharentes
2013;Collectivités territoriales;0;Budget R&T;;;;;Opérations immobilières;48.94;R93;ProvenceAlpesCôte d'Azur
2013;Collectivités territoriales;0;Budget R&T;;;;;Equipement de laboratoires;9.51;R93;ProvenceAlpesCôte d'Azur
2013;Collectivités territoriales;1;Budget R&T;;;;;Projets de la recherche publique (%);21.14;R93;ProvenceAlpesCôte d'Azur
2013;Collectivités territoriales;1;Budget R&T;;;;;Culture et information scientifique (%);1.44;R93;ProvenceAlpesCôte d'Azur
2013;Collectivités territoriales;0;Budget R&T;;;;;Culture et information scientifique;1.62;R93;ProvenceAlpesCôte d'Azur
2012;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;1.27;R43;FrancheComté
2012;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);39.31;R23;HauteNormandie
2012;Collectivités territoriales;0;Budget R&T;;;;;Projets de la recherche publique;3.45;R23;HauteNormandie
2012;Communes et EPCI;0;Budget R&T;;;;;Tous objectifs;9.65;R23;HauteNormandie
2012;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;1.18;R23;HauteNormandie
2012;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.48;R23;HauteNormandie
2012;Collectivités territoriales;1;Budget R&T;;;;;Equipement de laboratoires (%);5.48;R11;IledeFrance
2012;Collectivités territoriales;1;Budget R&T;;;;;Projets de la recherche publique (%);32.95;R11;IledeFrance
2012;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;5.98;R11;IledeFrance
2012;Collectivités territoriales;0;Budget R&T;;;;;Réseaux haut débit;0.41;R11;IledeFrance
2012;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);0.12;R11;IledeFrance
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);;;;Tous objectifs;2.61;R11;IledeFrance
2012;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;46.59;R11;IledeFrance
2012;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;5.32;R11;IledeFrance
2012;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;12.86;R11;IledeFrance
2012;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0;R11;IledeFrance
2012;Collectivités territoriales;0;Budget R&T;;;;;Tous objectifs;30.37;R91;LanguedocRoussillon
2012;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);29.64;R91;LanguedocRoussillon
2012;Collectivités territoriales;0;Budget R&T;;;;;Opérations immobilières;9;R91;LanguedocRoussillon
2012;Collectivités territoriales;1;Budget R&T;;;;;Culture et information scientifique (%);1.22;R91;LanguedocRoussillon
2012;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.09;R91;LanguedocRoussillon
2012;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);30.23;R74;Limousin
2012;Collectivités territoriales;0;Budget R&T;;;;;Projets de la recherche publique;0;R74;Limousin
2012;Collectivités territoriales;1;Budget R&T;;;;;Transferts de technologie (%);39.81;R74;Limousin
2012;Collectivités territoriales;0;Budget R&T;;;;;Réseaux haut débit;0.35;R74;Limousin
2012;Conseils régionaux;0;Budget R&T;;;;;Tous objectifs;13.63;R74;Limousin
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;;;;Tous objectifs;1.66;R74;Limousin
2012;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;30.05;R74;Limousin
2012;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0;R74;Limousin
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;2.74;R74;Limousin
2012;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);38.92;R41;Lorraine
2012;Collectivités territoriales;0;Budget R&T;;;;;Opérations immobilières;11.69;R41;Lorraine
2012;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;3.02;R41;Lorraine
2012;Collectivités territoriales;1;Budget R&T;;;;;Transferts de technologie (%);15.89;R41;Lorraine
2012;Collectivités territoriales;0;Budget R&T;;;;;Réseaux haut débit;0.6;R41;Lorraine
2012;Collectivités territoriales;0;Budget R&T;;;;;Budget non ventilé;0;R41;Lorraine
2012;Conseils régionaux;0;Budget R&T;;;;;Tous objectifs;20.32;R41;Lorraine
2012;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;16.64;R41;Lorraine
2012;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;4.97;R41;Lorraine
2012;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.1;R41;Lorraine
2012;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);13.86;R73;MidiPyrénées
2012;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);0.72;R73;MidiPyrénées
2012;Collectivités territoriales;0;Budget R&T;;;;;Réseaux haut débit;0.28;R73;MidiPyrénées
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);;;;Tous objectifs;9.17;R73;MidiPyrénées
2012;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;2.52;R73;MidiPyrénées
2012;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;5.29;R31;NordPasdeCalais
2012;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);0;R31;NordPasdeCalais
2012;Collectivités territoriales;0;Budget R&T;;;;;Budget non ventilé;0;R31;NordPasdeCalais
2012;Communes et EPCI;0;Budget R&T;;;;;Tous objectifs;21.45;R31;NordPasdeCalais
2012;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;44.25;R31;NordPasdeCalais
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;16.49;R31;NordPasdeCalais
2012;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0;R31;NordPasdeCalais
2012;Collectivités territoriales;0;Budget R&T;;;;;Equipement de laboratoires;6.34;R52;Pays de la Loire
2012;Collectivités territoriales;0;Budget R&T;;;;;Transferts de technologie;23.03;R52;Pays de la Loire
2012;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);5.27;R52;Pays de la Loire
2012;Conseils départementaux;0;Budget R&T;;;;;Tous objectifs;11.48;R52;Pays de la Loire
2012;Collectivités territoriales;1;Budget R&T;;;;;Equipement de laboratoires (%);5.52;R22;Picardie
2012;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);1.39;R22;Picardie
2012;Collectivités territoriales;0;Budget R&T;;;;;Réseaux haut débit;0.6;R22;Picardie
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);;;;Tous objectifs;18.39;R22;Picardie
2012;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;7.42;R22;Picardie
2012;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.8;R22;Picardie
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0.7;R22;Picardie
2012;Collectivités territoriales;0;Budget R&T;;;;;Equipement de laboratoires;2.54;R54;PoitouCharentes
2012;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);27.87;R54;PoitouCharentes
2012;Collectivités territoriales;1;Budget R&T;;;;;Culture et information scientifique (%);5.7;R54;PoitouCharentes
2012;Collectivités territoriales;0;Budget R&T;;;;;Culture et information scientifique;0.78;R54;PoitouCharentes
2012;Collectivités territoriales;0;Budget R&T;;;;;Budget non ventilé;0;R54;PoitouCharentes
2012;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0;R54;PoitouCharentes
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0;R54;PoitouCharentes
2012;Collectivités territoriales;0;Budget R&T;;;;;Tous objectifs;126.93;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);46.41;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;0;Budget R&T;;;;;Opérations immobilières;58.9;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;1;Budget R&T;;;;;Equipement de laboratoires (%);8.85;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;1;Budget R&T;;;;;Aides aux chercheurs (%);5.57;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;0;Budget R&T;;;;;Transferts de technologie;27.61;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);0.27;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);0;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;19.18;R93;ProvenceAlpesCôte d'Azur
2012;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;2.68;R93;ProvenceAlpesCôte d'Azur
2012;Collectivités territoriales;0;Budget R&T;;;;;Opérations immobilières;65.05;R82;RhôneAlpes
2012;Collectivités territoriales;1;Budget R&T;;;;;Equipement de laboratoires (%);9.2;R82;RhôneAlpes
2012;Collectivités territoriales;1;Budget R&T;;;;;Transferts de technologie (%);40.49;R82;RhôneAlpes
2012;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);0.64;R82;RhôneAlpes
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);;;;Tous objectifs;3.93;R82;RhôneAlpes
2012;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;43.39;R82;RhôneAlpes
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;14.13;R82;RhôneAlpes
2012;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;6.59;R82;RhôneAlpes
2012;Collectivités territoriales;0;Budget R&T;;;;;Opérations immobilières;0.01;R01;Guadeloupe
2012;Collectivités territoriales;0;Budget R&T;;;;;Equipement de laboratoires;0.16;R01;Guadeloupe
2012;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;0.75;R01;Guadeloupe
2012;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);0;R01;Guadeloupe
2012;Collectivités territoriales;0;Budget R&T;;;;;Budget non ventilé;0;R01;Guadeloupe
2012;Conseils régionaux;0;Budget R&T;;;;;Tous objectifs;1.31;R01;Guadeloupe
2012;Conseils départementaux;0;Budget R&T;;;;;Tous objectifs;0.03;R01;Guadeloupe
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0;R01;Guadeloupe
2012;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;0;R01;Guadeloupe
2012;Collectivités territoriales;0;Budget R&T;;;;;Opérations immobilières;4.19;R03;Guyane
2012;Collectivités territoriales;1;Budget R&T;;;;;Equipement de laboratoires (%);11.77;R03;Guyane
2012;Collectivités territoriales;1;Budget R&T;;;;;Projets de la recherche publique (%);4.2;R03;Guyane
2012;Conseils départementaux;0;Budget R&T;;;;;Tous objectifs;41.38;R11;IledeFrance
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;41.26;R11;IledeFrance
2012;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;12.19;R11;IledeFrance
2012;Collectivités territoriales;1;Budget R&T;;;;;Equipement de laboratoires (%);6.26;R91;LanguedocRoussillon
2012;Collectivités territoriales;0;Budget R&T;;;;;Equipement de laboratoires;1.9;R91;LanguedocRoussillon
2012;Collectivités territoriales;1;Budget R&T;;;;;Projets de la recherche publique (%);0.34;R91;LanguedocRoussillon
2012;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;2.23;R91;LanguedocRoussillon
2012;Collectivités territoriales;0;Budget R&T;;;;;Culture et information scientifique;0.37;R91;LanguedocRoussillon
2012;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);2.56;R91;LanguedocRoussillon
2012;Conseils départementaux;0;Budget R&T;;;;;Tous objectifs;0.38;R91;LanguedocRoussillon
2012;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0.1;R91;LanguedocRoussillon
2012;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;2.94;R91;LanguedocRoussillon
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;1.42;R91;LanguedocRoussillon
2012;Collectivités territoriales;1;Budget R&T;;;;;Réseaux haut débit (%);2.42;R74;Limousin
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);;;;Tous objectifs;18.39;R74;Limousin
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;4.29;R74;Limousin
2012;Collectivités territoriales;1;Budget R&T;;;;;Equipement de laboratoires (%);22.45;R41;Lorraine
2012;Collectivités territoriales;1;Budget R&T;;;;;Projets de la recherche publique (%);6.57;R41;Lorraine
2012;Collectivités territoriales;1;Budget R&T;;;;;Budget non ventilé (%);0;R41;Lorraine
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);;;;Tous objectifs;2.2;R41;Lorraine
2012;Communes et EPCI;0;Budget R&T;;;;;Tous objectifs;8.04;R41;Lorraine
2012;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;55.42;R41;Lorraine
2012;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;16.75;R41;Lorraine
2012;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;61.78;R41;Lorraine
2012;Collectivités territoriales;0;Budget R&T;;;;;Equipement de laboratoires;0.24;R73;MidiPyrénées
2012;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;5.38;R73;MidiPyrénées
2012;Collectivités territoriales;1;Budget R&T;;;;;Culture et information scientifique (%);8.79;R73;MidiPyrénées
2012;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;46.47;R73;MidiPyrénées
2012;Collectivités territoriales;1;Budget R&T;;;;;Opérations immobilières (%);39.17;R31;NordPasdeCalais
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;;;;Tous objectifs;3.76;R31;NordPasdeCalais
2012;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part du budget de R&T des conseils régionaux dans les dépenses totales des col. Ter.(en %);;;;Tous objectifs;1.69;R31;NordPasdeCalais
2012;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;;;;Tous objectifs;0;R31;NordPasdeCalais
2012;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;;;;Tous objectifs;9.45;R31;NordPasdeCalais
2012;Collectivités territoriales;1;Budget R&T;;;;;Equipement de laboratoires (%);7.22;R52;Pays de la Loire
2012;Collectivités territoriales;0;Budget R&T;;;;;Projets de la recherche publique;18.46;R52;Pays de la Loire
2012;Collectivités territoriales;0;Budget R&T;;;;;Aides aux chercheurs;10.14;R52;Pays de la Loire
2012;Collectivités territoriales;0;Budget R&T;;;;;Budget non ventilé;0;R52;Pays de la Loire
